Model Name,balance_classes_default,balance_classes_actual,class_sampling_factors_default,class_sampling_factors_actual,max_after_balance_size_default,max_after_balance_size_actual,ntrees_default,ntrees_actual,max_depth_default,max_depth_actual,min_rows_default,min_rows_actual,nbins_default,nbins_actual,nbins_top_level_default,nbins_top_level_actual,nbins_cats_default,nbins_cats_actual,seed_default,seed_actual,sample_rate_default,sample_rate_actual,sample_rate_per_class_default,sample_rate_per_class_actual,col_sample_rate_per_tree_default,col_sample_rate_per_tree_actual,col_sample_rate_change_per_level_default,col_sample_rate_change_per_level_actual,min_split_improvement_default,min_split_improvement_actual,histogram_type_default,histogram_type_actual,mtries_default,mtries_actual,categorical_encoding_default,categorical_encoding_actual
DRF_1_AutoML_20190426_124911,False,False,None,None,5.0,5.0,50,35,20,20,1.0,1.0,20,20,1024,1024,1024,1024,-1,1495928409861366423,0.6320000290870667,0.6320000290870667,None,None,1.0,1.0,1.0,1.0,1e-05,1e-05,AUTO,AUTO,-1,-1,AUTO,AUTO
