Model Name,epochs_default,epochs_actual,activation_default,activation_actual,rho_default,rho_actual,epsilon_default,epsilon_actual,input_dropout_ratio_default,input_dropout_ratio_actual,hidden_default,hidden_actual,hidden_dropout_ratios_default,hidden_dropout_ratios_actual
DeepLearning_grid_1_AutoML_20190421_220819_model_3,10.0,7.686301369863014,Rectifier,RectifierWithDropout,0.99,0.95,1e-08,1e-08,0.0,0.2,[200, 200],[500, 500],None,[0.4, 0.4]
DeepLearning_grid_1_AutoML_20190421_220819_model_4,10.0,4.786301369863013,Rectifier,RectifierWithDropout,0.99,0.9,1e-08,1e-08,0.0,0.0,[200, 200],[500, 500, 500],None,[0.0, 0.0, 0.0]
DeepLearning_1_AutoML_20190421_220819,10.0,10.404623287671232,Rectifier,Rectifier,0.99,0.99,1e-08,1e-08,0.0,0.0,[200, 200],[10, 10, 10],None,None
DeepLearning_grid_1_AutoML_20190421_220819_model_2,10.0,8.0,Rectifier,RectifierWithDropout,0.99,0.95,1e-08,1e-07,0.0,0.05,[200, 200],[500],None,[0.4]
DeepLearning_grid_1_AutoML_20190421_220819_model_1,10.0,20.8,Rectifier,RectifierWithDropout,0.99,0.9,1e-08,1e-06,0.0,0.05,[200, 200],[200],None,[0.3]
