,model_id,mean_residual_deviance,rmse,mse,mae,rmsle
0,StackedEnsemble_BestOfFamily_AutoML_20190426_123333,0.018172926922068445,0.13480699878740882,0.018172926922068445,0.08836850919616605,0.010422526187853243
1,XGBoost_2_AutoML_20190426_123333,0.018225998406897155,0.13500369775268067,0.018225998406897155,0.09139178615726837,0.010457524120924957
2,StackedEnsemble_AllModels_AutoML_20190426_123333,0.018422147051930363,0.13572821022886275,0.018422147051930363,0.0883789442998936,0.010495321924654357
3,XGBoost_1_AutoML_20190426_123333,0.01868588018413628,0.13669630640268332,0.01868588018413628,0.09151358604431152,0.010569738685947572
4,GBM_grid_1_AutoML_20190426_123333_model_1,0.01901483031203835,0.13789427222346234,0.01901483031203835,0.09141074568536174,0.01068725940493077
5,XGBoost_grid_1_AutoML_20190426_123333_model_15,0.019116727822812173,0.13826325550489607,0.019116727822812173,0.09034969643370748,0.010696778474822024
6,XGBoost_grid_1_AutoML_20190426_123333_model_5,0.01926042017629735,0.13878191588350894,0.01926042017629735,0.09294160555486808,0.01074044079338066
7,GBM_grid_1_AutoML_20190426_123333_model_6,0.019270587378833682,0.13881854119257153,0.019270587378833682,0.09248518648782103,0.010728434955515006
8,GBM_1_AutoML_20190426_123333,0.019319521508903908,0.13899468158495815,0.019319521508903908,0.0923468007120828,0.010790578119649586
9,GBM_4_AutoML_20190426_123333,0.019565543090212783,0.13987688547509478,0.019565543090212783,0.09295953887089398,0.01082313938787145
10,XGBoost_3_AutoML_20190426_123333,0.01956699960424474,0.13988209179249764,0.01956699960424474,0.09454929991944196,0.01081835130089118
11,GBM_2_AutoML_20190426_123333,0.01958656670742964,0.13995201573192734,0.01958656670742964,0.09352830622706614,0.010819599079985576
12,GBM_3_AutoML_20190426_123333,0.019795403248150985,0.1406961380001277,0.019795403248150985,0.09332130404524427,0.010894610037515714
13,XGBoost_grid_1_AutoML_20190426_123333_model_11,0.020324359594506826,0.14256352827601745,0.020324359594506826,0.09671860067811733,0.011053287104619785
14,GBM_grid_1_AutoML_20190426_123333_model_7,0.020397139587525467,0.1428185547732698,0.020397139587525467,0.09668367740879763,0.011066616559724126
15,XGBoost_grid_1_AutoML_20190426_123333_model_8,0.02054467306050991,0.14333413082901753,0.02054467306050991,0.09875768961971754,0.01108053500347668
16,XGBoost_grid_1_AutoML_20190426_123333_model_13,0.021005470763593742,0.1449326421603972,0.021005470763593742,0.09609695787299168,0.011216389025806591
17,XGBoost_grid_1_AutoML_20190426_123333_model_14,0.021087292146002915,0.14521464163782835,0.021087292146002915,0.09832015756058367,0.011250803646550673
18,DRF_1_AutoML_20190426_123333,0.021656370714765585,0.1471610366733178,0.021656370714765585,0.09685705976243587,0.01141790452636756
19,XGBoost_grid_1_AutoML_20190426_123333_model_12,0.022154011062813055,0.14884223548043432,0.022154011062813055,0.1012521116700891,0.011517687457669205
20,XRT_1_AutoML_20190426_123333,0.022587929995165897,0.15029281418339965,0.022587929995165897,0.09831006821600316,0.011633852422393277
21,XGBoost_grid_1_AutoML_20190426_123333_model_9,0.022659342567071503,0.15053020483302182,0.022659342567071503,0.10264981021619823,0.01167179524754299
22,GBM_grid_1_AutoML_20190426_123333_model_4,0.02291506685722161,0.15137723361596225,0.02291506685722161,0.10374332987625838,0.011743149518279887
23,GBM_5_AutoML_20190426_123333,0.023327509093222256,0.15273345767454574,0.023327509093222256,0.10421839091775828,0.01185697679324618
24,GLM_grid_1_AutoML_20190426_123333_model_1,0.023369637741687783,0.15287131104850174,0.023369637741687783,0.09831929958367563,0.011709417358595228
25,XGBoost_grid_1_AutoML_20190426_123333_model_17,0.02472969811221309,0.15725679035327247,0.02472969811221309,0.11791375173281315,0.012113866066699834
26,GBM_grid_1_AutoML_20190426_123333_model_8,0.026643100882424404,0.16322714505383107,0.026643100882424404,0.11362482114375565,0.012605862328391237
27,DeepLearning_grid_1_AutoML_20190426_123333_model_4,0.0303151045811229,0.17411233322519948,0.0303151045811229,0.11714113944231196,0.01346352382744985
28,DeepLearning_grid_1_AutoML_20190426_123333_model_7,0.030574193792441424,0.17485477915241954,0.030574193792441424,0.11926766963986715,0.013425530785905814
29,DeepLearning_grid_1_AutoML_20190426_123333_model_5,0.031761576844641266,0.17821777926077206,0.031761576844641266,0.1244051280679836,0.013791612629261832
30,DeepLearning_1_AutoML_20190426_123333,0.03177155409985997,0.1782457688133437,0.03177155409985997,0.12061136119025488,0.01384602389592741
31,GBM_grid_1_AutoML_20190426_123333_model_10,0.03793408163623889,0.19476673647273265,0.03793408163623889,0.135969318219249,0.015052591514081119
32,DeepLearning_grid_1_AutoML_20190426_123333_model_2,0.040070936002867534,0.20017726145311196,0.040070936002867534,0.11972417000911265,0.015166010527454253
33,DeepLearning_grid_1_AutoML_20190426_123333_model_3,0.04067336463329777,0.20167638590895506,0.04067336463329777,0.1268172628743046,0.0156109109980066
34,DeepLearning_grid_1_AutoML_20190426_123333_model_6,0.041853792144999055,0.20458199369690155,0.041853792144999055,0.1462107585271999,0.01583394488944826
35,DeepLearning_grid_1_AutoML_20190426_123333_model_1,0.06361720704380637,0.2522245171346481,0.06361720704380637,0.14510543737825848,0.019329473951786608
36,XGBoost_grid_1_AutoML_20190426_123333_model_1,0.07206244110059817,0.2684444842059493,0.07206244110059817,0.2028928946142327,0.02078291340715194
37,GBM_grid_1_AutoML_20190426_123333_model_9,0.09372198819274047,0.3061404713407564,0.09372198819274047,0.2289587338158465,0.02353311717444835
